Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1759530398.734601	0	-232.02303	115.89445	-35.444603	-533.9221	96.30188679245283	20.89198176574907	5104	5104
1759530400.624904	1	-176.92657	44.11641	-37.59501	-361.56265	76.39393939393939	14.002033172579754	5042	10146
1759530402.34766	2	-168.85396	22.937489	-58.78594	-211.60811	70.92957746478874	12.872422694219107	5036	15182
1759530405.074513	3	-177.24387	38.84399	-20.55629	-298.6845	67.79729729729729	11.826424523909262	5017	20199
1759530407.05552	4	-179.17279	41.23616	-15.789528	-263.86234	69.65277777777777	11.623921362410629	5015	25214
1759530409.288994	5	-179.5107	36.889263	-24.330345	-329.0196	68.36486486486487	11.929493684827243	5059	30273
1759530411.5794718	6	-178.96861	42.093742	-29.899567	-327.69818	67.34666666666666	12.523570665837367	5051	35324
1759530413.9683032	7	-184.00803	43.268566	-43.840645	-349.3401	70.09722222222223	12.029084801963927	5047	40371
1759530416.337097	8	-177.89159	46.75787	-23.01886	-336.17377	67.24	12.983928527221645	5043	45414
1759530418.579019	9	-179.43661	50.85046	-26.208275	-358.8466	72.81159420289855	20.235050206975195	5024	50438
1759530420.680309	10	-175.95944	44.26642	-25.065742	-341.96954	68.20270270270271	11.93561525914425	5047	55485
1759530422.933983	11	-184.0549	48.273598	-16.981766	-393.8193	69.90277777777777	12.121101575148264	5033	60518
1759530425.350045	12	-179.14476	38.190617	-33.760567	-274.76746	68.06756756756756	11.65301385569889	5037	65555
1759530427.6872692	13	-179.78369	45.890793	-17.962708	-331.85748	70.61971830985915	13.034478867882306	5014	70569
1759530429.932091	14	-182.91933	40.31723	-29.60714	-312.09113	68.43243243243244	11.285102690357812	5064	75633
1759530432.3439832	15	-181.1524	45.44199	-32.83258	-356.20474	70.66197183098592	12.996146408224064	5017	80650
1759530434.619475	16	-184.4569	41.055096	-22.508377	-340.9002	67.93243243243244	11.210915386934387	5027	85677
1759530436.823622	17	-170.12779	41.06816	-29.035385	-249.35031	69.57534246575342	11.840165919120654	5079	90756
1759530438.988725	18	-179.92896	41.563152	-37.545204	-344.175	67.89189189189189	12.286630360271047	5024	95780
1759530441.246081	19	-178.2772	50.644585	-36.801056	-383.9924	69.63888888888889	12.721706685333313	5014	100794
1759530443.37578	20	-178.15302	46.01993	15.3519745	-352.28943	70.11111111111111	11.117498164249849	5048	105842
1759530445.46449	21	-186.83958	37.756996	-95.39286	-366.28574	69.1917808219178	12.607518450758164	5051	110893
1759530447.8126988	22	-176.37485	29.824728	-74.62058	-246.63948	67.56	11.63585264029528	5067	115960
1759530452.2544692	23	-176.08455	42.93472	4.661049	-245.66077	69.63888888888889	12.367414123363277	5014	120974
1759530454.9489532	24	-170.00177	37.8305	-48.329742	-244.01968	70.49295774647888	12.49774429161104	5005	125979
1759530458.2280488	25	-182.14534	37.27886	-78.34387	-377.4211	68.53424657534246	11.980671867844226	5003	130982
1759530461.545962	26	-185.45645	46.17991	-12.336296	-349.9185	68.72602739726027	12.594041071864	5017	135999
1759530464.090622	27	-181.01436	47.17775	-43.322285	-392.0074	70.45070422535211	13.794047228449175	5002	141001
1759530466.608792	28	-176.17104	35.190147	-39.005825	-258.62225	67.94594594594595	10.761407387979098	5028	146029
1759530468.811254	29	-177.03671	35.76776	-7.588211	-258.81836	69.3013698630137	12.348462198647267	5059	151088
1759530470.923937	30	-169.86334	41.087322	-27.271461	-237.71292	67.82432432432432	11.596082875565173	5019	156107
1759530473.048967	31	-180.39948	40.18578	-44.281075	-381.92908	70.88732394366197	12.784838397051505	5033	161140
1759530475.425343	32	-178.56323	37.78698	-56.53318	-332.1208	69.97222222222223	11.378552219737093	5038	166178
1759530477.88974	33	-177.68802	39.634224	-43.877525	-246.88335	70.27777777777777	11.775943253352269	5060	171238
1759530480.231549	34	-172.24805	41.81179	-27.754997	-321.50623	72.11428571428571	13.749330224874704	5048	176286
1759530482.828594	35	-170.57274	62.83607	194.60297	-366.88663	71.36619718309859	18.803085929393635	5067	181353
1759530485.423583	36	-180.90527	38.30091	-56.783623	-345.7662	68.22972972972973	12.091483821600848	5049	186402
1759530488.280224	37	-178.04382	34.790943	-37.429466	-237.91159	70.48611111111111	12.084187389996202	5075	191477
1759530490.661227	38	-178.44228	34.565174	-58.16359	-247.72092	67.9054054054054	11.90181557682842	5025	196502
1759530492.736408	39	-179.94415	34.413	-26.983871	-255.3303	69.36986301369863	10.955084950953353	5064	201566
1759530494.921685	40	-179.35617	36.49934	-24.758804	-251.68619	70.56944444444444	12.161901337200629	5081	206647
1759530496.6704671	41	-181.25565	28.776506	-86.83858	-258.4835	70.20833333333333	12.661114462970646	5055	211702
1759530498.2723682	42	-178.12964	38.5239	-45.644737	-258.69873	68.63013698630137	11.112755659034313	5010	216712
1759530499.867933	43	-176.29501	36.16676	-7.3510284	-244.77016	68.93150684931507	11.808203286389205	5032	221744
1759530501.918199	44	-168.6431	49.95657	-27.90895	-335.92706	70.34722222222223	13.574035388505331	5065	226809
1759530503.620898	45	-173.94574	51.582565	6.3861437	-343.82568	72.5072463768116	13.464524713145007	5003	231812
1759530505.609492	46	-169.06529	48.259933	6.0553513	-245.14615	69.20547945205479	11.009284878558145	5052	236864
1759530507.970206	47	-174.46248	45.271427	-13.898186	-260.56586	67.71621621621621	11.872657971347524	5011	241875
1759530510.072382	48	-173.1574	52.90743	-28.372261	-422.53775	70.56944444444444	10.893201739424569	5081	246956
1759530512.2443972	49	-174.6879	37.394684	-21.823036	-241.10391	69.52054794520548	13.519250191011087	5075	252031
1759530514.252772	50	-178.70578	47.93346	-31.10112	-352.6546	69.36986301369863	12.760713306505393	5064	257095
1759530516.322745	51	-182.94344	33.800926	-31.69574	-235.55194	69.34246575342466	10.743866269328315	5062	262157
1759530518.93985	52	-181.40205	41.63546	-4.3768005	-249.32304	73.55882352941177	12.175653567360873	5002	267159
1759530520.611028	53	-180.97676	44.44198	-35.860825	-314.9704	70.88732394366197	12.338590893334972	5033	272192
