Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.9077351093292236	0	17.362068	7.7230024	44.0	8.0	17.362068965517242	7.72300253354709	1007	1007
1.4290580749511719	1	27.487179	14.35783	73.0	11.0	27.487179487179485	14.357829624699093	1072	2079
1.7005698680877686	2	23.022728	10.201356	50.0	9.0	23.022727272727273	10.201356051489244	1013	3092
2.010503053665161	3	14.211267	5.296599	33.0	8.0	14.211267605633802	5.296598677274458	1009	4101
2.2360899448394775	4	11.916667	2.89173	27.0	8.0	11.916666666666666	2.891730135161851	1001	5102
2.4228920936584473	5	10.536842	2.2422287	19.0	8.0	10.536842105263158	2.2422288080614856	1001	6103
2.6275558471679688	6	10.510417	2.5082977	22.0	8.0	10.510416666666666	2.5082978610448605	1009	7112
2.8727760314941406	7	9.882353	1.604492	16.0	8.0	9.882352941176471	1.6044919643512774	1008	8120
3.0589141845703125	8	9.8529415	1.4645956	15.0	8.0	9.852941176470589	1.4645956333025207	1005	9125
3.2437009811401367	9	9.728155	1.0721015	14.0	8.0	9.728155339805825	1.0721014185223803	1002	10127
3.429816246032715	10	9.443397	0.96231043	13.0	8.0	9.443396226415095	0.9623103947452799	1001	11128
3.6301040649414062	11	9.443397	0.71480554	11.0	8.0	9.443396226415095	0.714805537340174	1001	12129
3.8578109741210938	12	9.552381	0.904812	13.0	8.0	9.552380952380952	0.904812028686752	1003	13132
4.059861183166504	13	9.401869	0.7955462	13.0	8.0	9.401869158878505	0.7955461661693614	1006	14138
4.265316009521484	14	9.351851	0.7735777	11.0	8.0	9.351851851851851	0.7735777249705712	1010	15148
4.489932060241699	15	9.373832	0.7301692	11.0	8.0	9.373831775700934	0.7301691583037238	1003	16151
4.684229850769043	16	9.471698	0.79155385	12.0	8.0	9.471698113207546	0.791553847675586	1004	17155
4.875463008880615	17	9.420561	0.74929726	11.0	8.0	9.42056074766355	0.7492972804795307	1008	18163
5.314693927764893	18	9.305555	0.73859644	11.0	8.0	9.305555555555555	0.7385964333504628	1005	19168
5.570516109466553	19	9.364486	0.778118	11.0	8.0	9.36448598130841	0.7781180671588279	1002	20170
5.771517992019653	20	9.35514	0.70049834	11.0	8.0	9.355140186915888	0.700498306596019	1001	21171
5.959009170532227	21	9.181818	0.7030042	11.0	8.0	9.181818181818182	0.703004179242953	1010	22181
6.159875869750977	22	9.364486	0.81335264	13.0	8.0	9.36448598130841	0.813352625122788	1002	23183
6.390050172805786	23	9.314815	0.74097216	11.0	8.0	9.314814814814815	0.7409721860645391	1006	24189
6.584176063537598	24	9.420561	0.7367189	11.0	8.0	9.42056074766355	0.7367189598136956	1008	25197
6.826423168182373	25	9.383178	0.71883684	11.0	8.0	9.383177570093459	0.7188368045992304	1004	26201
7.058211803436279	26	9.401869	0.7085567	11.0	8.0	9.401869158878505	0.7085566886364435	1006	27207
7.392065048217773	27	9.509434	0.73002046	11.0	8.0	9.50943396226415	0.7300204574397396	1008	28215
7.576266050338745	28	9.364486	0.7155485	11.0	8.0	9.36448598130841	0.7155485885065785	1002	29217
7.7639319896698	29	9.305555	0.8655798	11.0	8.0	9.305555555555555	0.8655798028268268	1005	30222
7.950433015823364	30	9.364486	0.83601767	11.0	8.0	9.36448598130841	0.8360177452448148	1002	31224
8.147731065750122	31	9.201835	0.79885036	11.0	8.0	9.20183486238532	0.7988502806500765	1003	32227
8.41409707069397	32	9.471698	0.72953266	11.0	8.0	9.471698113207546	0.7295326388370266	1004	33231
8.69214916229248	33	9.333333	0.7071067	11.0	8.0	9.333333333333334	0.7071067811865476	1008	34239
8.904887199401855	34	9.364486	0.778118	11.0	8.0	9.36448598130841	0.7781180671588279	1002	35241
9.103803873062134	35	9.542857	0.73066926	11.0	8.0	9.542857142857143	0.730669248716824	1002	36243
9.32862114906311	36	9.490566	0.7037002	11.0	8.0	9.49056603773585	0.7037002339234534	1006	37249
9.573381900787354	37	9.411215	0.6258194	11.0	8.0	9.411214953271028	0.6258194034685312	1007	38256
9.78501296043396	38	9.333333	0.7576767	11.0	8.0	9.333333333333334	0.7576767609436587	1008	39264
10.018851041793823	39	9.305555	0.73859644	11.0	8.0	9.305555555555555	0.7385964333504628	1005	40269
10.236372947692871	40	9.342592	0.8183321	11.0	8.0	9.342592592592593	0.8183320551815888	1009	41278
10.45903205871582	41	9.342592	0.73487264	11.0	8.0	9.342592592592593	0.73487258957461	1009	42287
10.646505117416382	42	9.324074	0.743225	11.0	8.0	9.324074074074074	0.7432250008714983	1007	43294
11.027282953262329	43	9.314815	0.6756088	11.0	8.0	9.314814814814815	0.6756087535909148	1006	44300
11.303684949874878	44	9.268518	0.85641897	11.0	8.0	9.268518518518519	0.8564189166337788	1001	45301
11.525599002838135	45	9.296296	0.78480077	11.0	8.0	9.296296296296296	0.7848007444598922	1004	46305
11.714848041534424	46	9.490566	0.7169812	11.0	8.0	9.49056603773585	0.7169811320754716	1006	47311
11.919229984283447	47	9.4811325	0.74265116	11.0	8.0	9.481132075471699	0.7426511926044584	1005	48316
12.128267049789429	48	9.238532	0.75296456	11.0	8.0	9.238532110091743	0.7529645698599337	1007	49323
12.316563129425049	49	9.305555	0.7510281	11.0	8.0	9.305555555555555	0.7510281019219874	1005	50328
12.498162031173706	50	9.342592	0.77174693	11.0	8.0	9.342592592592593	0.7717469005209213	1009	51337
12.680329084396362	51	9.45283	0.7413918	11.0	8.0	9.452830188679245	0.7413918001656039	1002	52339
